27th kernel,Chin Ee Kin,expert,88,77,YaGana Sheriff-Hussaini,expert,1535,1485,
22nd Solution - 6 Models and POS Tagging,ryches,master,131,118,Karthik Tsaliki,expert,101,94,
CV Strategy,Elliot,novice,52,50,Scirpus,grandmaster,1313,1188,
[Blog +Code]Multi-Label facial classification using FastAI and Pytorch,Aayush Agrawal,expert,2,1,paulgamble,expert,25,25,
Submission deadline,williammurari,novice,1,0,Adam,staff,4,3,
Creation Date?,Matt Murray,novice,3,2,Alec Kulakowski,expert,230,229,
Give votes to people who don't deserve it,Scirpus,grandmaster,1313,1188,Andrew Lukyanenko,grandmaster,757,740,
How to improve accuracy of a model,Seetha Raman,contributor,1,0,Alec Kulakowski,expert,230,229,
Evaluation and Visualization of Model Performance.,Victor Basu,contributor,16,15,Luca Basanisi,expert,328,310,
On impact of num_threads to LGBM training time,Jirka Vrany,contributor,83,78,Laurae,master,419,383,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Sanyam Bhutani,expert,123,115,
Pretrained Image feature,crogenius,contributor,2,1,Peter Hurford,master,498,474,
Why 'max_bin' hyperparameter in lightgbm doesn't change anything?,Salamat,contributor,47,41,Alexander Firsov,expert,187,171,
The shirt you need for this competition,ryches,master,131,118,Yury Kashnitsky,master,330,304,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,Haider Alwasiti,contributor,119,118,
New Team!,Will Rose,novice,2,1,Govind,novice,1,1,
3 Critical factors that will affect stage-2 score,Neuron Engineer,expert,251,238,YaGana Sheriff-Hussaini,expert,1535,1485,
use case finance for machine learning,manu,novice,1,0,Alec Kulakowski,expert,230,229,
What did this tournament teach you ?,B H,contributor,48,35,Jannen,contributor,16,15,
Welcome to the Box Office Prediction Challenge!,Addison Howard,staff,470,398,Chency,novice,1,1,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,Max Schumacher,expert,122,118,
What type of machine are you working on?,Gunther,expert,38,34,Pablo Leo,novice,3,2,
Some Useful Information ,Ashish Patel,master,374,270,Elise,novice,9,8,
Competition data and external data,Frank Schilder,expert,26,22,Ragul Natarajan,novice,12,5,
People joining the Kaggle at top of LB,Manoj,expert,325,269,CPMP,grandmaster,4678,4447,
1.000 LB,Vladislav Shakhray,master,42,36,Karan Jakhar,expert,72,72,
Tutorial on Ensemble Learning +10 ML Algorithms,MJ Bahmani,grandmaster,527,511,Vibhor Jain,expert,188,187,
22nd Solution - 6 Models and POS Tagging,ryches,master,131,118,Daniel Vaughan,expert,80,79,
"Something went wrong" when accessing any kaggle kernel,Pranav Mahajan,contributor,7,4,Dmitriy Ershov,contributor,16,14,
CV Strategy,Elliot,novice,52,50,DavidS,expert,69,63,
Why good preprocessing hurts the cv ?,Mayur Newase,contributor,52,45,Hamish Dickson,expert,70,62,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,Aleksandr Kosolapov,novice,26,25,
Creation Date?,Matt Murray,novice,3,2,Matt Murray,novice,3,2,
Give votes to people who don't deserve it,Scirpus,grandmaster,1313,1188,Aditya Soni,expert,826,808,
Using bounding box gives worse results?,zjucor,expert,144,131,xftts,expert,21,20,
How to improve accuracy of a model,Seetha Raman,contributor,1,0,Srikanth,contributor,10,10,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,Moradnejad,expert,87,76,
On impact of num_threads to LGBM training time,Jirka Vrany,contributor,83,78,CPMP,grandmaster,4679,4448,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Rishi Bhalodia,expert,10,10,
Is this data legit?,Pratyush Cavutur,novice,3,1,Alec Kulakowski,expert,230,229,
Looking for team!!,Md Kaish Ansari,novice,1,0,Lakshmi Tallapudi,novice,7,7,
LOFO Importance,Ahmet Erdem,master,210,189,CPMP,grandmaster,4679,4448,
New Team!,Will Rose,novice,2,1,Gargi,novice,5,5,
3 Critical factors that will affect stage-2 score,Neuron Engineer,expert,251,238,Michael V,contributor,5,5,
What did this tournament teach you ?,B H,contributor,48,35,JazzStandards,contributor,17,12,
Welcome to the Box Office Prediction Challenge!,Addison Howard,staff,470,398,Alekh Bansal,contributor,1,1,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,Suchith ,expert,278,256,
What type of machine are you working on?,Gunther,expert,38,34,KaranGautam,contributor,30,22,
Some Useful Information ,Ashish Patel,master,374,270,lowry,novice,1,1,
Competition data and external data,Frank Schilder,expert,26,22,aab,novice,1,1,
People joining the Kaggle at top of LB,Manoj,expert,325,269,AmirH,expert,315,277,
1.000 LB,Vladislav Shakhray,master,42,36,ArthasMenethil,contributor,5,5,
Tutorial on Ensemble Learning +10 ML Algorithms,MJ Bahmani,grandmaster,527,511,Brandon Russell,contributor,2,2,
22nd Solution - 6 Models and POS Tagging,ryches,master,131,118,Salon_sai,expert,57,53,
CV Strategy,Elliot,novice,52,50,KostyaNoMatterWhat,novice,2,1,
Titanic with Ensable blending to Score 0.79904,Miguel Angel Cotrina Espinoza,contributor,76,66,Miguel Angel Cotrina Espinoza,contributor,76,66,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,SubikashPal,expert,143,133,
Feature Selection >> On Labelled Data.,Vishal Kapur,novice,1,0,Alec Kulakowski,expert,230,229,
Give votes to people who don't deserve it,Scirpus,grandmaster,1313,1188,Ian Catindig,staff,291,289,
Using bounding box gives worse results?,zjucor,expert,144,131,xuan,expert,35,34,
How to improve accuracy of a model,Seetha Raman,contributor,1,0,SciDom,novice,3,3,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,Giba,grandmaster,606,573,
Seriously attention working guys?,aintnosunshine,novice,125,108,Annabelle,contributor,74,66,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Kushal Gupta,contributor,2,2,
Maximum submission allowance,JazzStandards,contributor,17,12,danzel,expert,50,48,
Looking for team!!,Md Kaish Ansari,novice,1,0,Abhishek Tiwari,novice,1,1,
LOFO Importance,Ahmet Erdem,master,210,189,Karan Jakhar,expert,72,72,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,interneuron,master,349,343,
New Team!,Will Rose,novice,2,1,uyagde,novice,1,1,
H5 file,Nagesh Pammi,novice,3,2,Olga Belitskaya,novice,68,68,
Hi,  I have a problem on this step ,METTIOUI,novice,2,1,Amit Singh ,contributor,6,5,
What did this tournament teach you ?,B H,contributor,48,35,SB-NL,novice,2,2,
Welcome to the Box Office Prediction Challenge!,Addison Howard,staff,470,398,Jyoti Goyal,contributor,10,10,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,Smilence,expert,34,30,
What type of machine are you working on?,Gunther,expert,38,34,Sanyam Bhutani,expert,123,115,
Competition data and external data,Frank Schilder,expert,26,22,Mikhail Tikhomirov,contributor,6,6,
People joining the Kaggle at top of LB,Manoj,expert,325,269,Mendrika Ramarlina,master,76,72,
Tutorial on Ensemble Learning +10 ML Algorithms,MJ Bahmani,grandmaster,527,511,Chanchal Kumar Maji,contributor,33,30,
What is sparse data?,will,contributor,10,4,Alexa,contributor,3,3,
Limit of 2 submissions per day,Pedro Bernardo,expert,7,5,Khoi Nguyen,master,186,170,
Unable to access kernel. Anyone else?,Mendrika Ramarlina,master,76,72,Mendrika Ramarlina,master,76,72,
CV Strategy,Elliot,novice,52,50,pete,novice,225,204,
Titanic: How to Use Neural Network to Achieve More than 85% Accuracy on Leaderboard.,J.,novice,8,6,BeCauseJuan,contributor,4,4,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,Eric Reis,contributor,12,11,
Feature Selection >> On Labelled Data.,Vishal Kapur,novice,1,0,Shabbir,expert,65,56,
Imbalanced data sets.,Bashley,contributor,2,1,Alec Kulakowski,expert,230,229,
Using bounding box gives worse results?,zjucor,expert,144,131,old-ufo,master,139,126,
Scores of 0.000 in the LB?,Wenjie,novice,2,1,Luca Basanisi,expert,328,310,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,Abhik Banerjee,contributor,6,5,
Seriously attention working guys?,aintnosunshine,novice,125,108,Max Schumacher,expert,122,118,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Chanchal Kumar Maji,contributor,33,30,
Maximum submission allowance,JazzStandards,contributor,17,12,Oleg Yaroshevskyy,master,76,66,
Looking for team!!,Md Kaish Ansari,novice,1,0,Muhundhan Mohan,novice,18,16,
LOFO Importance,Ahmet Erdem,master,210,189,Chris Deotte,master,1403,1382,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,Heng CherKeng,grandmaster,1892,1650,
Couldn't find label for test.csv in urban sound dataset,Reshab Gupta,novice,1,0,F4stFr3ddy,novice,1,1,
Hi,  I have a problem on this step ,METTIOUI,novice,2,1,Sajak Upadhyaya,contributor,8,7,
What did this tournament teach you ?,B H,contributor,48,35,silverstone,expert,66,65,
Welcome to the Box Office Prediction Challenge!,Addison Howard,staff,470,398,Jyoti Goyal,contributor,10,10,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,ryches,master,131,118,
What type of machine are you working on?,Gunther,expert,38,34,Carlos Sevilla,contributor,36,35,
Abre o projeto ae de novo, deixa eu por meu segundo score, n quero ficar em ultimo kkkkk,Elan_Utta,novice,3,2,Igor Alves,contributor,2,2,
People joining the Kaggle at top of LB,Manoj,expert,325,269,A^b,expert,135,134,
Do using data augmentation always improve the model performance?,Firehawk,contributor,6,5,JayChen,contributor,7,6,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,Qing Liu,expert,98,92,
What is sparse data?,will,contributor,10,4,Shabbir,expert,65,56,
Limit of 2 submissions per day,Pedro Bernardo,expert,7,5,Eric Vos,expert,89,85,
组队组队， 潍坊在读,Rui Fan,novice,11,8,wangmh,novice,3,2,
Unable to view the Kernal,ManMohan,novice,2,1,ManMohan,novice,2,1,
CV Strategy,Elliot,novice,52,50,MichaelMayer,contributor,30,29,
Titanic: How to Use Neural Network to Achieve More than 85% Accuracy on Leaderboard.,J.,novice,8,6,Benben Zhang,novice,1,1,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,Hyun woo kim,expert,378,347,
How can I get my Kaggle kernel noticed?,Ahmad Javed,contributor,42,40,ChrisBow,contributor,105,99,
Where is the submission.csv file...??,Nitin Bisht,contributor,10,9,Lawrence Francis,contributor,7,6,
DataSet Ambiquities(cat_breeds ==dog's),Saurav Bandral,contributor,6,5,Saurav Bandral,contributor,6,5,
Scores of 0.000 in the LB?,Wenjie,novice,2,1,Wenjie,novice,2,1,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,30CrMnSiA,grandmaster,117,107,
Kernel restart,Dromosys,expert,58,41,Alec Kulakowski,expert,230,229,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Sandeep Banerjee,novice,1,1,
Any deep learning models?,Yassine Alouini,expert,197,170,Eric Reis,contributor,12,11,
Looking for team!!,Md Kaish Ansari,novice,1,0,Phaniraj,novice,1,1,
LOFO Importance,Ahmet Erdem,master,210,189,Roman,expert,70,62,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,old-ufo,master,139,126,
190+ DL and ML Research Paper in Video Format,Ashish Patel,master,374,270,Abhishekmamidi,expert,103,101,
Hi,  I have a problem on this step ,METTIOUI,novice,2,1,Anyi_Jonathan,contributor,4,4,
Unable to make selection,Steve Draper,novice,25,22,Oleg Yaroshevskyy,master,76,66,
What tricks did you come up with?,Max Schumacher,expert,122,118,Annabelle,contributor,74,66,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,Artyom Palvelev,master,47,43,
Abre o projeto ae de novo, deixa eu por meu segundo score, n quero ficar em ultimo kkkkk,Elan_Utta,novice,3,2,Elan_Utta,novice,3,2,
People joining the Kaggle at top of LB,Manoj,expert,325,269,Daniel Samwel Amon Ochieng Otieno,contributor,1,1,
Do using data augmentation always improve the model performance?,Firehawk,contributor,6,5,Sere,novice,1,1,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,yukiya,expert,42,42,
Restrictions on adding datasets to Kernels?,Felix B Muc,novice,2,1,Paul Mooney,staff,1057,1022,
What is sparse data?,will,contributor,10,4,ChrisBow,contributor,105,99,
Limit of 2 submissions per day,Pedro Bernardo,expert,7,5,Adil Zouitine,expert,22,21,
组队组队， 潍坊在读,Rui Fan,novice,11,8,Shawn,novice,1,1,
Not able to open my Kaggle kernel,Bhupendra Singh,contributor,10,6,Annabelle,contributor,74,66,
CV Strategy,Elliot,novice,52,50,ammad,novice,48,47,
Titanic: How to Use Neural Network to Achieve More than 85% Accuracy on Leaderboard.,J.,novice,8,6,Rahul Prajapati,novice,1,1,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,prphet,expert,31,29,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,Yury Kashnitsky,master,330,304,
Where is the submission.csv file...??,Nitin Bisht,contributor,10,9,Alec Kulakowski,expert,230,229,
DataSet Ambiquities(cat_breeds ==dog's),Saurav Bandral,contributor,6,5,Alec Kulakowski,expert,230,229,
Sample submission file,f20160081,novice,1,0,Alec Kulakowski,expert,230,229,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,Pranav Gupta,novice,1,1,
Cannot access Bigquery public data using bigquery helper - "Forbidden",Originalmilktea,novice,2,1,Originalmilktea,novice,2,1,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Fiebaaa,novice,1,1,
Any deep learning models?,Yassine Alouini,expert,197,170,Andrea Mariani,novice,9,8,
Looking for team!!,Md Kaish Ansari,novice,1,0,gunajit,novice,2,2,
A ball park estimate of how pathological the dataset is,ManuelSH,contributor,52,48,Chris,novice,1,1,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,Heng CherKeng,grandmaster,1892,1650,
190+ DL and ML Research Paper in Video Format,Ashish Patel,master,374,270,Eric O. Lima,novice,3,3,
Hi,  I have a problem on this step ,METTIOUI,novice,2,1,Anyi_Jonathan,contributor,4,4,
Unable to make selection,Steve Draper,novice,25,22,Christianne Wisse,contributor,6,6,
What tricks did you come up with?,Max Schumacher,expert,122,118,Rahul Agarwal,expert,125,108,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,YaGana Sheriff-Hussaini,expert,1535,1485,
People joining the Kaggle at top of LB,Manoj,expert,325,269,robwec,novice,15,13,
About External Data,Murat Korkmaz,expert,67,63,Addison Howard,staff,470,398,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,Karthik Tsaliki,expert,101,94,
Economic freedom of the World ,Camille Truc Delprat,novice,2,1,Alec Kulakowski,expert,230,229,
Collection of files for machine learning,razerty,novice,1,0,Alec Kulakowski,expert,230,229,
Data Source,Jack,contributor,2,1,Loi Nguyen,novice,1,1,
Limit of 2 submissions per day,Pedro Bernardo,expert,7,5,Padmakar,novice,5,5,
About the information in the image files,jake,novice,2,1,Andre Hochi,novice,2,2,
CV Strategy,Elliot,novice,52,50,pete,novice,225,204,
Titanic: How to Use Neural Network to Achieve More than 85% Accuracy on Leaderboard.,J.,novice,8,6,HAOHAN WU,contributor,2,2,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,sachin,novice,2,2,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,LiuDong,expert,6,5,
Where is the submission.csv file...??,Nitin Bisht,contributor,10,9,Lawrence Francis,contributor,7,6,
Import data in a list or dictionary?,Noah Weber,expert,23,18,Alec Kulakowski,expert,230,229,
Best method to impute Categorical values?,Ayush Poddar,novice,3,2,ChrisBow,contributor,105,99,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,Sachin C S,novice,1,1,
Cannot access Bigquery public data using bigquery helper - "Forbidden",Originalmilktea,novice,2,1,Megan Risdal,expert,1312,944,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Rijul Bajaj,novice,3,3,
Concept, Methods and Measures of Partial Discharges.,Guilherme Havryluk,novice,39,11,kenmatsu4,expert,14,14,
Detector Working,ganLover,novice,1,0,Lei Yang,novice,1,1,
A ball park estimate of how pathological the dataset is,ManuelSH,contributor,52,48,Oleg Yaroshevskyy,master,76,66,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,sUehara,contributor,2,2,
Treating the signal like an Image ?,Data_Scientist,contributor,12,10,cerlymarco,novice,3,3,
10 Places To Find Datasets For Data Science Projects,Ouassim Adnane,expert,249,191,Dilshod Sapaev,contributor,1,1,
5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,Aman.cyberia,expert,80,53,WispZero,expert,12,11,
What tricks did you come up with?,Max Schumacher,expert,122,118,Neuron Engineer,expert,251,238,
Common pitfalls of public kernels,Dmitriy Danevskiy,master,94,86,Kostya Kravchenko,expert,19,19,
Data Science: Kaggle GRANDMASTER in 6 months? | Pavel Pleskov, Data Nerds,Aman.cyberia,expert,80,53,Neuron Engineer,expert,251,238,
People joining the Kaggle at top of LB,Manoj,expert,325,269,Ashish Gupta,expert,202,174,
About External Data,Murat Korkmaz,expert,67,63,Jie Wu,master,127,116,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,Max Schumacher,expert,122,118,
Public Private Split for Scoring,NikhilMishra,expert,135,120,CPMP,grandmaster,4679,4448,
How to increase further accuracy.,Amit,novice,7,6,Shakur A,contributor,13,12,
Economic freedom of the World ,Camille Truc Delprat,novice,2,1,Camille Truc Delprat,novice,2,1,
If the program generates multiple files, will   "submission.csv"  be automatically selected in  the second stage ?,svm,novice,2,1,Khoi Nguyen,master,186,170,
When your local CV gets 0.695+,spongebob,master,147,127,Oleg Yaroshevskyy,master,76,66,
Cannot see nor edit kernels (own and public),Annabelle,contributor,74,66,Annabelle,contributor,74,66,
CV Strategy,Elliot,novice,52,50,petyaAngelova,novice,24,24,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,pocket,master,92,83,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,Emil,contributor,8,8,
Where is the submission.csv file...??,Nitin Bisht,contributor,10,9,Stephen Ilori,novice,2,2,
Using the Data from merchants.csv and generating categorical features,Rajaswa Patil,expert,20,15,Jianfei Wang,expert,267,255,
Best method to impute Categorical values?,Ayush Poddar,novice,3,2,Alec Kulakowski,expert,230,229,
Congratulations, ChaNJestimate, Silogram, and Zensemble - Zillow Prize winners!,AndrewMartin,novice,129,115,varWOLF,novice,3,2,
Single model result about 3.670, waiting for you guy to join us.,Jianfei Wang,expert,267,255,Hyun woo kim,expert,378,347,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,masa,contributor,1,1,
Concept, Methods and Measures of Partial Discharges.,Guilherme Havryluk,novice,39,11,jayemar,contributor,1,1,
hadoop,David Janson,novice,5,2,Akash Patel,contributor,1,1,
A ball park estimate of how pathological the dataset is,ManuelSH,contributor,52,48,TF-knight,contributor,2,2,
here are the tricks ....,Heng CherKeng,grandmaster,1892,1650,eagle4,expert,171,166,
switching test data and impacts on modular entries,JoeyCorea,contributor,37,34,Erik Bruin,master,735,720,
10 Places To Find Datasets For Data Science Projects,Ouassim Adnane,expert,249,191,Stefan Johansson,contributor,2,2,
5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,Aman.cyberia,expert,80,53,Pavel Pleskov,grandmaster,109,101,
What tricks did you come up with?,Max Schumacher,expert,122,118,GeSnow,expert,68,63,
Data Science: Kaggle GRANDMASTER in 6 months? | Pavel Pleskov, Data Nerds,Aman.cyberia,expert,80,53,Xingchen Fu,contributor,12,12,
People joining the Kaggle at top of LB,Manoj,expert,325,269,Mr Loke,contributor,67,55,
Test Set,raheem nasirudeen,novice,3,2,WiDSDatathon2019,novice,24,19,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,ryches,master,131,118,
Public Private Split for Scoring,NikhilMishra,expert,135,120,Aditya Soni,expert,826,808,
How to increase further accuracy.,Amit,novice,7,6,Amit,novice,7,6,
Little problem with reduce_mem_usage(df) function,y33_j3T,contributor,5,4,Kamal Chhirang,expert,149,131,
 question about the original dataset ,Nourmoudarres,novice,2,1,Nitin,novice,1,1,
If the program generates multiple files, will   "submission.csv"  be automatically selected in  the second stage ?,svm,novice,2,1,Marifel,contributor,4,4,
When your local CV gets 0.695+,spongebob,master,147,127,siddharth,expert,9,8,
Run out of GPUs?,Shujian Liu,master,813,733,Miguel Angel Cotrina Espinoza,contributor,76,66,
Not able to view the kernal,Balaji Madgulwar,novice,1,0,Annabelle,contributor,74,66,
CV Strategy,Elliot,novice,52,50,Antoine,expert,141,137,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,Aditya Vyas,expert,302,277,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,yufuin,novice,10,7,
Where is the submission.csv file...??,Nitin Bisht,contributor,10,9,Nitin Bisht,contributor,10,9,
Using the Data from merchants.csv and generating categorical features,Rajaswa Patil,expert,20,15,Prashanth Thangavel,expert,90,85,
Looking for some teammates,Li yin,novice,3,2,zyhffff,novice,2,2,
Confused by 'Chance of Admit',jojoker,novice,3,2,ChrisBow,contributor,105,99,
Single model result about 3.670, waiting for you guy to join us.,Jianfei Wang,expert,267,255,daishu,master,77,72,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Sanyam Bhutani,expert,123,115,
Concept, Methods and Measures of Partial Discharges.,Guilherme Havryluk,novice,39,11,Guilherme Havryluk,novice,39,11,
Description of "Goal" Field,Venkatesh Garnepudi,contributor,30,29,Jiawei Tang,novice,1,1,
The Beginning of the Unified Commerce Era in Brazil.,Guilherme Havryluk,novice,39,11,DenisVorotyntsev,expert,54,48,
Data using for thesis,Ersin Erkan,novice,4,3,Alec Kulakowski,expert,230,229,
10 Places To Find Datasets For Data Science Projects,Ouassim Adnane,expert,249,191,Karlen Tsatinyan,novice,6,6,
5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,Aman.cyberia,expert,80,53,Dimitrij Shulkin,contributor,58,57,
What tricks did you come up with?,Max Schumacher,expert,122,118,Anshul Rai,expert,36,29,
How did the Presentations Go?,mtodisco10,expert,128,122,beluga,grandmaster,445,406,
Test Set,raheem nasirudeen,novice,3,2,NitinKshatriya,contributor,12,11,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,Ryan Roper,contributor,12,11,
Can I use test images to train the model?,Jonny Lee,contributor,58,49,pi-null-mezon,contributor,28,27,
Public Private Split for Scoring,NikhilMishra,expert,135,120,Tim Yee,contributor,76,73,
how to use the merchants.csv？,shu wang,contributor,4,3,Hyun woo kim,expert,378,347,
Little problem with reduce_mem_usage(df) function,y33_j3T,contributor,5,4,Tae You Kim,contributor,22,22,
 question about the original dataset ,Nourmoudarres,novice,2,1,Alec Kulakowski,expert,230,229,
If the program generates multiple files, will   "submission.csv"  be automatically selected in  the second stage ?,svm,novice,2,1,Jiazhi Guo,expert,24,24,
When your local CV gets 0.695+,spongebob,master,147,127,noxuslol,contributor,15,15,
Run out of GPUs?,Shujian Liu,master,813,733,Mekaveli.,expert,139,118,
Not able to view the kernal,Balaji Madgulwar,novice,1,0,Eugene Tan,novice,1,1,
CV Strategy,Elliot,novice,52,50,Heisenger,novice,16,14,
Not able to break LB 3.680 ( Single Model),SubikashPal,expert,143,133,Mendrika Ramarlina,master,76,72,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,Murat Korkmaz,expert,67,63,
Malware analysis reports,Adarsh Kumar Pandey,novice,1,0,Alec Kulakowski,expert,230,229,
Using the Data from merchants.csv and generating categorical features,Rajaswa Patil,expert,20,15,Kyle Peters,expert,119,98,
Looking for some teammates,Li yin,novice,3,2,YaokunLi,novice,1,1,
Single model result about 3.670, waiting for you guy to join us.,Jianfei Wang,expert,267,255,SubikashPal,expert,143,133,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,Aman Jaiswal,novice,1,1,
Concept, Methods and Measures of Partial Discharges.,Guilherme Havryluk,novice,39,11,Guilherme Havryluk,novice,39,11,
Description of "Goal" Field,Venkatesh Garnepudi,contributor,30,29,Pritika M,novice,2,2,
Loan IDs and Borrower IDs,WisdomAnalytics,novice,1,0,Alec Kulakowski,expert,230,229,
Data using for thesis,Ersin Erkan,novice,4,3,Roja,novice,1,1,
Quora Challenge Meme Story,Shahebaz,master,481,431,Bac Nguyen,master,104,97,
10 Places To Find Datasets For Data Science Projects,Ouassim Adnane,expert,249,191,Piyush Rastogi,expert,124,120,
5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,Aman.cyberia,expert,80,53,Data_Scientist,contributor,12,10,
What tricks did you come up with?,Max Schumacher,expert,122,118,Saichand Sharma,contributor,5,5,
How did the Presentations Go?,mtodisco10,expert,128,122,mtodisco10,expert,128,122,
How to ask the right questions,toma-s,novice,1,0,Luca Basanisi,expert,328,310,
Stage 2 Reruns Complete - LB Finalized,inversion,staff,1698,1555,Suchith ,expert,278,256,
Replacing bad words,JM100,contributor,115,97,Jason Huang,contributor,13,13,
Profile photo,Aline Jacomassi,novice,2,1,Marco Gancitano,contributor,25,25,
Why is there a mixed breed class in Breed1?,jayden,contributor,10,8,Anis AYARI,contributor,12,11,
how to use the merchants.csv？,shu wang,contributor,4,3,shu wang,contributor,4,3,
How to Get Started on Kaggle?,Muhammad Tahir,contributor,42,34,Luke Haushalter,novice,1,1,
Data Science for Good Phd,Bukun,master,602,555,Rachael Tatman,staff,1773,1743,
100% CPU Usage problem,Hiral,contributor,35,28,AvtanshSharma,novice,3,3,
When your local CV gets 0.695+,spongebob,master,147,127,Hikkiiiiiiiii,expert,61,55,
Run out of GPUs?,Shujian Liu,master,813,733,Rahul Agarwal,expert,125,108,
Not able to view the kernal,Balaji Madgulwar,novice,1,0,Sandeep Singh,novice,1,1,
Examples of how to make predictions on new previoulsy unseen data,Alket Cecaj,contributor,50,21,Alec Kulakowski,expert,230,229,
Is Keras influenced by the Dropout bug?,Shujian Liu,master,813,733,Sava Kalbachou,master,19,19,
Unbelievable ! (see the current No.1),Neuron Engineer,expert,251,238,cfiken,novice,7,6,
The Importance of Insulin in Pregnancy.,Guilherme Havryluk,novice,39,11,Rafael Leonhardt,contributor,7,5,
Using the Data from merchants.csv and generating categorical features,Rajaswa Patil,expert,20,15,synergy37ai,expert,320,306,
Looking for some teammates,Li yin,novice,3,2,Jiwei Yuan,contributor,3,3,
Single model result about 3.670, waiting for you guy to join us.,Jianfei Wang,expert,267,255,AmirH,expert,315,277,
 Kernel links for Fastai (2019): Practical Deep Learning for coders,Sanyam Bhutani,expert,123,115,sidneaux,novice,1,1,
The Eindhoven problem and new dataset release,Luca Basanisi,expert,328,310,Luca Basanisi,expert,328,310,
Description of "Goal" Field,Venkatesh Garnepudi,contributor,30,29,Shiva_acharii,novice,4,3,
Loan IDs and Borrower IDs,WisdomAnalytics,novice,1,0,NathanGeorge,novice,54,49,
Quora Challenge Meme Story,Shahebaz,master,481,431,Shahebaz,master,481,431,
10 Places To Find Datasets For Data Science Projects,Ouassim Adnane,expert,249,191,Angela,novice,11,10,
5 secrets to becoming a Kaggle grandmaster — Pavel Pleskov,Aman.cyberia,expert,80,53,Hamish Dickson,expert,70,62,
What tricks did you come up with?,Max Schumacher,expert,122,118,Max Schumacher,expert,122,118,
