{'content': '这个东西确实好，下次还买', 'productId': '37603225476'}
{'content': '挺好吃的', 'productId': '10021904972'}
{'content': '挺新鲜的', 'productId': '10021904972'}
{'content': '牛蒡不新鲜，三份之一烂了。', 'productId': '10021904972'}
{'content': '还可以&hellip;&hellip;&hellip;&hellip;', 'productId': '10021904972'}
{'content': '很新鲜', 'productId': '10021904972'}
{'content': '来货还可以，还需要改进，保证质量，', 'productId': '10021904972'}
{'content': '很不错', 'productId': '10021904972'}
{'content': '一般吧,有点小', 'productId': '10021904972'}
{'content': '很不愉快的一次购物，快递在潍坊呆了五天才给送，快递一个劲的说他也没办法，卖家直接不理人，直接服了', 'productId': '10021904972'}
{'content': '不错，一如既往', 'productId': '10021904972'}
{'content': '来了很多次了', 'productId': '10021904972'}
{'content': '呵呵，还可以啦', 'productId': '10021904972'}
{'content': '呵呵，还可以啦', 'productId': '10021904972'}
{'content': '商品不错资料好', 'productId': '10021904972'}
{'content': '好，个个都很棒', 'productId': '10021904972'}
{'content': '非常好好好好', 'productId': '10021904972'}
{'content': '0k非常满意', 'productId': '10021904972'}
{'content': '希望是好东东', 'productId': '10021904972'}
{'content': '很新鲜不错', 'productId': '10021904972'}
{'content': '够量，可以。。。。。。', 'productId': '10021904972'}
{'content': '很好！很好！很好！很好！', 'productId': '10021904972'}
{'content': '买给父母的，炖汤喝，应该还行吧，不然也不会再买了。', 'productId': '10021904972'}
{'content': '非常新鲜的，份量很足', 'productId': '10021904972'}
{'content': '蛮鲜新，物流也快', 'productId': '10021904972'}
{'content': '商品不错,发货速度也还可以', 'productId': '10021904972'}
{'content': '买给父母的，不知道如何', 'productId': '10021904972'}
{'content': '很好，就是物流太慢了', 'productId': '10021904972'}
{'content': '东西不错，这是第二次买了，', 'productId': '10021904972'}
{'content': '自己煮粥的，不怎么好吃', 'productId': '10021904972'}
{'content': '比在超市里买的新鲜，下次还会来的', 'productId': '10021904972'}
{'content': '第二次来了，比超市新鲜', 'productId': '10021904972'}
{'content': '经常来，很新鲜', 'productId': '10021904972'}
{'content': '非常有营养，很不错', 'productId': '10021904972'}
{'content': '一如既往，挺好', 'productId': '10021904972'}
{'content': '还不错，没有烂的', 'productId': '10021904972'}
{'content': '不错，新鲜，质量有保证。买过多次了。', 'productId': '10021904972'}
{'content': '基本满意，就是商家不怎么理会，商品与描述的东西有点差别！', 'productId': '10021904972'}
{'content': '产品质量不错，送货上门方便', 'productId': '10021904972'}
{'content': '拿回来就买白萝卜胡萝卜和香菇熬上了 感觉还行吧 放久了会干', 'productId': '10021904972'}
{'content': '很好。发货很快。质量也不错。五分好评。', 'productId': '26686089492'}
{'content': '不错。跟描述的一摸一样。我喜欢', 'productId': '26686089492'}
{'content': '菊花茶特别好，打开盖子，一股清香就飘出来了，而且生产日期也是很新的，泡出来味道清香荣浓郁，一朵一杯，口感特别好，花朵也特别的大，色泽金黄鲜艳，', 'productId': '26686089492'}
{'content': '卖家发货很快，两三天就收到了，拿回来打开一看，包装很漂亮，灌装打开数了一下一盒有五十朵，里面的菊花包装也很好，迫不及待的烧水泡了一朵，菊花颜色很鲜，泡开有一股淡淡的清香口感，菊花一朵泡开大小适中 ，家里杯子一朵非常合适，喝完再试试客服介绍的品质更好的菊花', 'productId': '26686089492'}
{'content': '买的还没有赠品好', 'productId': '26686089492'}
{'content': '皇菊很好，看着干净，日期很新鲜，一罐的份量很多，朵形都很完整，非常满意，服务态度超级好，下次再来', 'productId': '26686089492'}
{'content': '皇菊花型饱满，没有碎菊花分量足，口感不错，色泽好，含硒的再加点冰糖枸杞口感更好，清肝明目，清火气。', 'productId': '26686089492'}
{'content': '年纪大了，开始注重养生了，先买了一盒，喝着还不错，但是我会坚持喝的，南方人必备呀，夏天火气太旺了，独立包装方便携带，喝完了再来多买几盒。', 'productId': '26686089492'}
{'content': '真心不错，一朵泡一杯，漂亮，', 'productId': '26686089492'}
{'content': '菊花很好喝，没有杂质，很干净，五星好评', 'productId': '26686089492'}
{'content': '非常不错不错不错！味道好极了！特别清香！而且价格也非常实惠！还会再来的', 'productId': '26686089492'}
{'content': '此用户未填写评价内容', 'productId': '26686089492'}
{'content': '此用户未填写评价内容', 'productId': '26686089492'}
{'content': '菊花口感很好，泡出来很漂亮，花朵很饱满，还有淡淡的清香味。京东正品，确实让人放心。', 'productId': '26686089492'}
{'content': '满意哦，好评', 'productId': '26686089492'}
{'content': '花茶收到了，包装比较精致，独立小包装，方便携带，还是富硒的花茶，价格比较实惠，喝完再回购，还赠送了购物袋子，可以用来送给朋友', 'productId': '26686089492'}
{'content': '每天工作都对着电脑，眼睛特别累，听说喝菊花泡水可以护眼，就买来试试包装很好，今天泡来试试喝了，泡开好漂亮呢，淡淡清香，一天一杯一朵，清热解暑必备。', 'productId': '26686089492'}
{'content': '此用户未填写评价内容', 'productId': '26686089492'}
{'content': '为什么喜欢在京东买东西，因为今天买明天就可以送到。为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果用这段话来评价，说明这款产品没问题，至少85分以上，而比较不好的产品，绝对不会偷懒到复制粘贴评价，绝对会用心的差评，这样其他消费者在购买的时候会作为参考，会影响该商品销量，商家也会因此改进商品质量。', 'productId': '26686089492'}
{'content': '菊花茶降火挺好，嘴上的泡已经下去了，不错牛逼', 'productId': '26686089492'}
{'content': '这个菊花没得说，真好，干净，好大的一朵。', 'productId': '26686089492'}
{'content': '刚泡上，菊花很大一朵，没有杂质，很干净，喝完再买，夏天喝喝降火挺好的', 'productId': '26686089492'}
{'content': '好喝！泡出来很漂亮花茶！没事养养生喝喝茶?快递也很快！值得回购', 'productId': '26686089492'}
{'content': '物廉价美哦，独立包装的，闻着一股菊花香，非常大一个。真心满意！还会来的', 'productId': '26686089492'}
{'content': '包装非常好，送人都觉得不过分，在沸水里泡一会儿花绽开很完整一朵，很好看，飘散着菊花清香，口感清香适口，久泡不变形！会回购的', 'productId': '26686089492'}
{'content': '您没有填写内容，默认好评', 'productId': '26686089492'}
{'content': '不错，不错味道挺正，好喝，喝完再来', 'productId': '26686089492'}
{'content': '菊花味儿挺浓的，泡出的颜色比贡菊、杭白菊深，但比我认为的小。有点儿失望。', 'productId': '26686089492'}
{'content': '好东东。值得推荐给朋友', 'productId': '26686089492'}
{'content': '很不错哦！', 'productId': '26686089492'}
{'content': '不错！', 'productId': '26686089492'}
{'content': '泡起来到是挺好，就是碎渣太多，没有想象中好', 'productId': '26686089492'}
{'content': '好小的一瓶', 'productId': '26686089492'}
{'content': '很好', 'productId': '26686089492'}
{'content': '不错', 'productId': '26686089492'}
{'content': '不怎么样，有杂质，能看到的是大朵，里面是小朵，没有性价比，差劲', 'productId': '26686089492'}
{'content': '趁着活动买的，京东品质有保障，价格又实惠，值得推荐！五星好评！', 'productId': '26686089492'}
{'content': '花茶收到了，一朵可以泡一杯，喝上一天。很划算', 'productId': '26686089492'}
{'content': '给父亲买的，希望效果会好，好的话下次再来', 'productId': '26686089492'}
{'content': '这菊花茶不错，喜欢的亲们可以试下', 'productId': '26686089492'}
{'content': '产品与描述的一样，快递速度也快', 'productId': '26686089492'}
{'content': '物美价廉，客服很客气，物流比较快', 'productId': '26686089492'}
{'content': '包装不错，菊花也好，一朵好大，下次还来购买。', 'productId': '26686089492'}
{'content': '好大一朵的菊花。还干净，不错，，', 'productId': '26686089492'}
{'content': '双份的礼品也变成一份了', 'productId': '26686089492'}
{'content': '喝了两天，确实管用，上火好多了，棒棒大', 'productId': '26686089492'}
{'content': '茶还可以，值得推荐，喝完再来', 'productId': '26686089492'}
{'content': '茶叶很不错啦，泡起来好大一朵，味道也很棒', 'productId': '26686089492'}
{'content': '很好的菊花茶，一朵就能泡一杯，清香解暑，夏天多喝点菊花对身体有益。', 'productId': '26686089492'}
{'content': '商品非常好，到货也快，很满意', 'productId': '26686089492'}
{'content': '商品非常好，到货也快，很满意', 'productId': '26686089492'}
{'content': '很好的菊花。花朵很大。一次两三朵就可以', 'productId': '26686089492'}
{'content': '好小一瓶，看着不错，还没有泡喝，如果好再买。', 'productId': '26686089492'}
{'content': '感觉还行吧，还没有品尝。', 'productId': '26686089492'}
{'content': '放在办公室每天都喝的 质量和口感好', 'productId': '26686089492'}
{'content': '好评，质量很好。物流也不错。好评。', 'productId': '26686089492'}
{'content': '米不错，这款还没吃过，买来吃吃看，只要好吃会再买！～', 'productId': '26686089492'}
{'content': '活动3免1买的，买回来放在家里备着。皇菊味道不错下火也很管用，日期是最新的没毛病。客服很贴心快递也很给力', 'productId': '26686089492'}
{'content': '宝贝收到了，只看包装就知道是非常用心的店家，整整3层，所以宝贝是毫发无损的，最里是真空包装，非常满意。先好评。', 'productId': '26686089492'}
{'content': '东西和图片完全不符合，竟然有很多不是整个的菊花，无语，真是@子公司，希望大家都别上当了', 'productId': '26686089492'}
{'content': '跟图片一样，一朵一朵的，喝茶放几粒下去有点淡淡的香味，还可以降火，价格也不贵，推荐购买', 'productId': '26686089492'}
{'content': '东西收到了。非常满意，很开心，感觉这次购物体验很不错，京东越来越好，还会回购。', 'productId': '26686089492'}
{'content': '还不错，挺好的，喝这个能够败火，而且还会常常买的，非常好的一款产品', 'productId': '26686089492'}
{'content': '很好的，冲完很漂亮的花，视觉效果棒棒的', 'productId': '26686089492'}
{'content': '看着菊花颜色很漂亮，菊花整齐，还没喝，希望口感好', 'productId': '26686089492'}
{'content': '味道很好，很喜欢，包装没有破损，店家服务态度很好，喝完还会再来的', 'productId': '26686089492'}
{'content': '这波购物体验想吐血，一点点，一点点，就是一点点&hellip;&hellip;原价49&hellip;&hellip;&hellip;??', 'productId': '26686089492'}
{'content': '上好的皇菊，清肝明目，泡水的佳品，礼赠佳人！', 'productId': '26686089492'}
{'content': '菊花收到了非常好,价格也很划算,菊花非常非常好，花株完整，大小匀称干净，只拆开包装， 气味就非常浓烈，热水泡开后，花瓣在水中绽放，茶汤清澈，菊花的清香非常诱人，两朵就可以了，放点冰糖口感 更好，外包装不错，实物与描述相符，打开一股清香味。菊花一朵朵，干净整洁，挺好的。', 'productId': '26686089492'}
{'content': '菊花个个饱满，冲出来味道淡淡的。看图片以为是很大的一盒，收到货以后拆开一看挺小巧的一个小盒。', 'productId': '26686089492'}
{'content': '不错哦，第一次购该店的东东，发货好快。花朵蛮大的，还没泡喝，如果好了再买。', 'productId': '26686089492'}
{'content': '有点清甜，泡一天八杯水依然味道很正。花朵也很干净，没有什么杂质和黑点。比之前购买的其他品牌的胎菊好很多，包装也很不错，唯一一点不足就是包装盒的盖子有点紧，打开有点吃力，不过密封性好！值得分享。赞了', 'productId': '26686089492'}
{'content': '泡水喝了也比较好喝。口感不错，耐冲，一朵也能喝比较久时间，这个金丝皇菊感觉真的很大气，观赏度也是很高的，不仅口感好，黄灿灿的 颜色，而且朵也是完整的，真的美极了了，价钱比较实惠，即使买来送人也是可以的。', 'productId': '26686089492'}
{'content': '快递还是很快的，东西也不错，包装很上 档次，今天朋友来了，朋友看着不错，送了几包给朋友，自己也泡了下，菊花还不错，比想象中的好看一点，自己还加了点冰糖进去，夏天喝还是不错的，听说能降火，先喝试试看吧', 'productId': '26686089492'}
{'content': '收到菊花完好，包装真的很不错的呢，可以看到细节到位，而且盒子非常高大上，夏天用来送礼很适合，已经是第二回购，菊花泡出来质量也不错，价格很美好，炎热的天气泡上一杯清香清热，喝完还会再买，赞', 'productId': '26686089492'}
{'content': '菊花之前在别的地方买过同牌子的，相比下之下还是京东的质量好，碎菊花不多，都是整朵的，杂质也很少！菊花泡开了，花瓣也没散开。是目前买过最好的了～', 'productId': '26686089492'}
{'content': '喝了两次了，个人觉得还行，我每次在500ml的被子里泡7-8颗，可以喝两回，再多就没有胎菊的味道了。夏季消暑，喝点不错！挺实惠，量很多！', 'productId': '26686089492'}
{'content': '很好，很正宗，味道很好，是我吃过最好的，下次还会来', 'productId': '13991281993'}
{'content': '东西不错，包装很仔细，还有赠送小礼物，服务态度也好，下次再买！', 'productId': '13991281993'}
{'content': '朋友介绍的，质量不错哈！分量也很足，茶树菇很新鲜，对比超市买的真的好太多了，已经收藏这家店铺了，下次肯定会回购的！', 'productId': '13991281993'}
{'content': '很好', 'productId': '13991281993'}
{'content': '还不错，下次还会购买', 'productId': '13991281993'}
{'content': '此用户未填写评价内容', 'productId': '13991281993'}
{'content': '此用户未填写评价内容', 'productId': '13991281993'}
{'content': '快递超快，包装完好东西不错！', 'productId': '13991281993'}
{'content': '好', 'productId': '13991281993'}
{'content': '此用户未填写评价内容', 'productId': '13991281993'}
{'content': '宝贝不错味道好极了', 'productId': '13991281993'}
{'content': '很好，味道不错', 'productId': '13991281993'}
{'content': '还可以吧！', 'productId': '13991281993'}
{'content': '还不错的商品，性价比挺不错。', 'productId': '13991281993'}
{'content': '挺香的，好吃，但菇头有杂质', 'productId': '13991281993'}
{'content': '很新鲜，今天煲汤试试口感', 'productId': '13991281993'}
{'content': '嗯非常好吃！也非常香！快递的速度也有快。', 'productId': '13991281993'}
{'content': '比实物还漂亮', 'productId': '13991281993'}
{'content': '做过几次菜，挺香的，没有杂质', 'productId': '13991281993'}
{'content': '还不错。。。。。。。。。', 'productId': '13991281993'}
{'content': '发货物流很快，品质好。', 'productId': '13991281993'}
{'content': '实物跟照片一模一样，还会再来买的', 'productId': '13991281993'}
{'content': '特别干净，嫩！', 'productId': '13991281993'}
{'content': '一如既往的好，还会再来', 'productId': '13991281993'}
{'content': '还不错，煲汤味道鲜美', 'productId': '13991281993'}
{'content': '嗯非常好吃！也非常香！快递的速度也有快。', 'productId': '13991281993'}
{'content': '不错，挺好吃的，比我想象中的好', 'productId': '13991281993'}
{'content': '很新鲜，今天煲汤试试口感', 'productId': '13991281993'}
{'content': '不错的，味道不错！', 'productId': '13991281993'}
{'content': '还行吧，55块2包，够吃了，煲汤，干锅，炒着吃都够了', 'productId': '13991281993'}
{'content': '味道没有集市场上买的浓，颜色也浅了点', 'productId': '13991281993'}
{'content': '炖汤还不错，主要是便宜，呵呵呵。', 'productId': '13991281993'}
{'content': '试吃了，还比较满意，价格便宜', 'productId': '13991281993'}
{'content': '物品可以。价格合理，下次再来购', 'productId': '13991281993'}
{'content': '在这家买了好多干货，不错?', 'productId': '13991281993'}
{'content': '不错，吃完继续购买', 'productId': '13991281993'}
{'content': '煲汤喝吃起来很香很脆，好吃，吃完还会再买', 'productId': '13991281993'}
{'content': '跟图片一样的，包装得很好下次还买', 'productId': '13991281993'}
{'content': '好吃，味道很不错', 'productId': '13991281993'}
{'content': '很满意的购物，昨天忒意炖了鸡汤，好吃香甜美味', 'productId': '13991281993'}
{'content': '很干净，也很干，已购买了2次。', 'productId': '13991281993'}
{'content': '已经是多次购买了', 'productId': '13991281993'}
{'content': '东西很大包，很好', 'productId': '13991281993'}
{'content': '刚拿到，口味吃后再追评。这里首先要吐槽一下物流，在未告知我的情况下擅自签收，几天都没送也没通知。所以在此扣掉一颗星了', 'productId': '13991281993'}
{'content': '跟图片的一样，足称，闻起来有茶树菇的香味，还没吃，先好评！', 'productId': '13991281993'}
{'content': '第二次购买，便宜，满意', 'productId': '13991281993'}
{'content': '商品货真价实，质量很好，店家讲诚信，服务态度很好。', 'productId': '13991281993'}
{'content': '买了几次，味道不错，煲出来汤很香', 'productId': '13991281993'}
{'content': '非常不错，再买一次', 'productId': '13991281993'}
{'content': '在你最鲜嫩，美味的时侯遇到了你，感谢鲜烹烹！', 'productId': '13991281993'}
{'content': '看着还不错，还没有吃呢，吃过以后再来追加评价', 'productId': '13991281993'}
{'content': '第二次购买，总体来说还可以。', 'productId': '13991281993'}
{'content': '给家里买的，爸爸说挺好的。', 'productId': '13991281993'}
{'content': '收到就顿鸡汤了，味道很正，鲜香，不错的茶树菇，给力', 'productId': '13991281993'}
{'content': '很好吃。吃完了又来下单了', 'productId': '13991281993'}
{'content': '比超市便宜，物流挺快！快递小哥尽心尽力，赞一个！', 'productId': '13991281993'}
{'content': '性价比还是可以的，都已经买了好几次了，', 'productId': '13991281993'}
{'content': '这个茶树菇很好，也很新鲜，熬汤和炒菜也鲜甜。下次还会来光顾的', 'productId': '13991281993'}
{'content': '看着错，量足，很干净，颜色没原来买的深，吃过再评。', 'productId': '13991281993'}
{'content': '包装好发货快 今试吃了炒五花肉 很美味', 'productId': '13991281993'}
{'content': '收到马上就泡了炒牛肉，还送了小礼物。吃完再买', 'productId': '13991281993'}
{'content': '货物已经到了，还是可以，下次再买。', 'productId': '13991281993'}
{'content': '这茶树菇质量不错，价格也不算贵。', 'productId': '13991281993'}
{'content': '挺好!中午就弄来吃!??', 'productId': '13991281993'}
{'content': '价格实惠，已经第三次购买了', 'productId': '13991281993'}
{'content': '收到货了，货到家就做了尝尝味道，可是对物流真是无语了，我的货转了大个山东才转回我这里，希望物流以后认真点', 'productId': '13991281993'}
{'content': '很干净，熬汤红烧味道都好', 'productId': '13991281993'}
{'content': '我常光顾这家店铺', 'productId': '13991281993'}
{'content': '价格实惠、味道还是可以的；就是根部耐炖，总是难嚼碎的感觉，求支招', 'productId': '13991281993'}
{'content': '干净整齐，味道鲜美，价格公道，服务到位，物流给力！墙裂！推荐购买！', 'productId': '13991281993'}
{'content': '第二次购买，干品质量不错，发货很快，包装完好。快递员服务态度很好。', 'productId': '13991281993'}
{'content': '货已收到和照片一样还没有吃妈吃的话还会再买', 'productId': '13991281993'}
{'content': '已经买的第四包了，相比以前买的价格高一点但是东西确实不错，那些便宜的真实不好。', 'productId': '13991281993'}
{'content': '茶树菇看起来还可以，毕竟现在都没有野生的。', 'productId': '13991281993'}
{'content': '买给爸妈吃的，希望味道好', 'productId': '13991281993'}
{'content': '已经第二次购买了,价格还算实惠;这次店主又送了一袋150克的产品,相比其它店,性价比还算不错。', 'productId': '13991281993'}
{'content': '一如往常支持京东，快，准，狠！要保持', 'productId': '13991281993'}
{'content': '鲜烹烹茶树菇货真价实，新鲜好吃！', 'productId': '13991281993'}
{'content': '此用户未填写评价内容', 'productId': '13991281993'}
{'content': '看着不错，品后再评。口感如果很好，下次还会光顾本店', 'productId': '13991281993'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '不错', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '非常好', 'productId': '25386585442'}
{'content': '非常精致的花茶，包装很精致，送的赠品也很精致，是我喜欢的', 'productId': '25386585442'}
{'content': '很好。发货很快。质量也不错。五分好评。', 'productId': '25386585442'}
{'content': '不错。跟描述的一摸一样。我喜欢', 'productId': '25386585442'}
{'content': '我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品\n\n&nbsp;0', 'productId': '25386585442'}
{'content': '您没有填写内容，默认好评', 'productId': '25386585442'}
{'content': '赠品很赞噢！非常好', 'productId': '25386585442'}
{'content': '赠品，不错！', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '非常满意非常喜欢还会再来的', 'productId': '25386585442'}
{'content': '商家发货迅速，物流很给力，产品收到使用方便，价格实惠，喜欢在京东购物，售后服务有保障。', 'productId': '25386585442'}
{'content': '商家发货迅速，物流很给力，产品收到使用方便，价格实惠，喜欢在京东购物，售后服务有保障。', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '为什么喜欢在京东买东西，因为今天买明天就可以送到。为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有买到比较坑的产品，如果用这段话来评价，说明这款产品没问题，至少85分以上，而比较不好的产品，绝对不会偷懒到复制粘贴评价，绝对会用心的差评，这样其他消费者在购买的时候会作为参考，会影响该商品销量，商家也会因此改进商品质量。', 'productId': '25386585442'}
{'content': '袋泡茶的包装非常不错，泡开了之后没有茶渣，大爱，味道也不错，自己喜欢加颗冰糖，味道特别棒！！！', 'productId': '25386585442'}
{'content': '这个干净，几乎没有杂质。果断好评。', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '女人多喝些这样的花茶不错，', 'productId': '25386585442'}
{'content': '还好吧！赠送的赠品', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '很好', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '很好', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '发货很快，日期是最近的，价格合理，不错的卖家', 'productId': '25386585442'}
{'content': '很不错，价格合理，我喜欢喝', 'productId': '25386585442'}
{'content': '茶是独立包装的，携带着很方便。很大一股菊花的味道，网袋装着的可以直接泡茶，里面料很多。喝着有点苦，一袋可以泡好几杯茶，夏天喝点金菊花白菜 玫瑰茶挺好的，去热气，还可以美容养颜。', 'productId': '25386585442'}
{'content': '不错', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '听说评论字数多可以多领京豆，也不知道是不是真的～自从开始在京东购物，很快就上瘾了，别的不说，单是物流这一项真的是没的说～当然我指的是自营物流，目前没有比京东更好的，快递小哥很负责任，送货上门！有时候东西不是一批来的，他们一天还得送两次～好吧，我买的有点多～总之，东西呢偶尔也有不满意的时候，但是京东快递我是一直都满意的！', 'productId': '25386585442'}
{'content': '听说评论字数多可以多领京豆，也不知道是不是真的～自从开始在京东购物，很快就上瘾了，别的不说，单是物流这一项真的是没的说～当然我指的是自营物流，目前没有比京东更好的，快递小哥很负责任，送货上门！有时候东西不是一批来的，他们一天还得送两次～好吧，我买的有点多～总之，东西呢偶尔也有不满意的时候，但是京东快递我是一直都满意的！', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物，赠品也很好', 'productId': '25386585442'}
{'content': '不错哦', 'productId': '25386585442'}
{'content': '不错哦', 'productId': '25386585442'}
{'content': '京东的服务越来越好了，送货快，东西便宜，是正品，很满意的一次购物', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '味道很好很香', 'productId': '25386585442'}
{'content': '口感很好，物流很快。', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '产品的质量还是不错的', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '第一次购买店家处的宝贝，玫瑰花冲泡后的味道很浓，给同事也尝了尝反应也很好，玫瑰花的味道也很棒，很喜欢，也谢谢店家的小赠品，以后会继续购买', 'productId': '25386585442'}
{'content': '真的不错，是礼盒小玻璃瓶装的比之前别家塑料包装的看着精致，玫瑰干花 不是很大，但玫瑰花泡了花朵很大，味也很足的，很价廉物美。味道好闻，很值的购买，哀家 非常满意赐你全五星！！！', 'productId': '25386585442'}
{'content': '可以哦。', 'productId': '25386585442'}
{'content': '不错', 'productId': '25386585442'}
{'content': '07.25\n这家个玫瑰茶是我买到现在觉得最好的了，包装精细，味道也不错，喝起来淡淡香味，对于女人来说，坚持喝玫瑰，是非常好的，可以改善皮肤，改善气色，还可以调经月经，不过要坚持长年喝，我自己一直在喝，每次喝完之前都会先囤货，每天泡一杯，玫瑰茶颜色比较鲜艳，是新茶！', 'productId': '25386585442'}
{'content': '07.25\n这家个玫瑰茶是我买到现在觉得最好的了，包装精细，味道也不错，喝起来淡淡香味，对于女人来说，坚持喝玫瑰，是非常好的，可以改善皮肤，改善气色，还可以调经月经，不过要坚持长年喝，我自己一直在喝，每次喝完之前都会先囤货，每天泡一杯，玫瑰茶颜色比较鲜艳，是新茶！', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '赠送的礼品，很好喝，泡出来很香，包装也特别好，值得购买。', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '可以', 'productId': '25386585442'}
{'content': '哈哈哈哈哈哈哈哈哈哈哈', 'productId': '25386585442'}
{'content': '好评好评好评好哦啊手机僵尸家族惊喜惊喜逆袭逆袭逆袭你那小你自己在家尽职尽责', 'productId': '25386585442'}
{'content': '东西很不错，推荐购买，物美价廉', 'productId': '25386585442'}
{'content': '茶色不错，很香，超赞', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '很不错的东西，下次还会购买。', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '效果不错！挺好的！', 'productId': '25386585442'}
{'content': '很喜欢这款花茶，好喝，上次买了一次，很快就泡完了', 'productId': '25386585442'}
{'content': '口感很好，花茶很新鲜，价格也很实惠', 'productId': '25386585442'}
{'content': '好好好好好好好好好好好好好好好好好好', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '此用户未填写评价内容', 'productId': '25386585442'}
{'content': '买了很多次了，很不错，非常喜欢这个商品，便宜实惠，赞一个赞一个赞一个！买了很多次了，很不错，非常喜欢这个商品，便宜实惠，赞一个赞一个赞一个！', 'productId': '25386585442'}
{'content': '喝点茶降降火，虽然已经快秋天了，临汾依旧热得不行，喝点这种东西可以降降火气，不然老是长痘痘，味道挺好的，算不上口齿留香，也算清新怡人 ，淡淡的香味很喜欢，就这样(?&bull; . &bull;?)', 'productId': '25386585442'}
{'content': '味道不错。', 'productId': '25386585442'}
{'content': '还不错吧！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
{'content': '挺好喝的！', 'productId': '25386585442'}
